DANE12_EST,NOMBRE_EST,NIT,DANE12_SED,NOMBRE_SED,ORDEN_DE_S,ZONA,DIRECCION,BARRIO__GE,TELEFONO,EMAIL,WEB,ENFASIS_PA,DISCAPACID,TALENTOS_O,GRUPOS_ETN,REGIMEN_Y,CPF,COD_UPZ,NOMBRE_UPZ,SECTOR_CEN,CODIGO_POS,SECTOR,NATU_JUR,ESTADO,CALENDARIO,GENERO,COD_LOCA,CARACTER_P,ESPECIALID,ESTRATO,CLASE_TIPO,BILINGUE,FECHA
311001042438.00000000000,JARDIN INFANTIL PEQUEÑOS ENCANTOS,"8001404162",311001042438.00000000000,JARDIN INFANTIL PEQUEÑOS ENCANTOS,A,URBANA,CL 154 # 19 A - 29,ESTRELLA DEL NORTE,2584842 -- 2586986 -- 6152121,secretariageneral@pequenosencantos.edu.co  --  dianaramirezdirecciongeneral@gmail.com,www.pequenosencantos.net -- www.pequenosencantos.edu.co  --  www.pequenosencantos.edu.co,,,,,LIBERTAD REGULADA,"0","12",TOBERIN,"008519","110131","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001044503.00000000000,JARDIN INFANTIL Y GUARDERIA COLORIN COLORAN,"8600260042",311001044503.00000000000,JARDIN INFANTIL Y GUARDERIA COLORIN COLORAN,A,URBANA,DG 107 # 6 - 50,SANTA ANA,4832779  --  2151162,colorincoloran@yahoo.com,www.colorincoloran.com,,,,,LIBERTAD VIGILADA,"0","14",USAQUEN,"008409","110111","1","14","1","1","5","01","4","13","4","6","4",2023/09/30
311001044783.00000000000,LICEO PSICOPEDAGOGICO TIBABITA,"8000544092",311001044783.00000000000,LICEO PSICOPEDAGOGICO TIBABITA,A,URBANA,KR 8 # 190 - 14,TIBABITA I,4819048  --  5101587,lptibabita@hotmail.com,www.liceopsicopedagogicotibabita.com  --  www.lptibabita.com,,AUDITIVA,-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,NEGRITUDES,LIBERTAD VIGILADA,"0","9",VERBENAL,"008521","110141","1","13","1","1","5","01","1","1","3","4","4",2023/09/30
311001046743.00000000000,COLEGIO ANEXO SAN FRANCISCO DE ASIS,"8000143427",311001046743.00000000000,COLEGIO ANEXO SAN FRANCISCO DE ASIS,A,URBANA,CL 186 # 7 - 52,TIBABITA II,5261678  --  8071523,col_sanfrancisco@hotmail.com -- gloria__c@hotmail.com  --  casfa@casfa.edu.co,www.casfa.edu.co,,-FISICA-,,,LIBERTAD REGULADA,"0","9",VERBENAL,"008521","110131","1","3","1","3","5","01","1","1","3","4","4",2023/09/30
311001047278.00000000000,JARDIN INFANTIL EL RINCON DEL TERCER PUENTE,"8603532524",311001047278.00000000000,JARDIN INFANTIL EL RINCON DEL TERCER PUENTE,A,URBANA,KR 22 # 168 - 87,EL TOBERIN,6717290  --  6749387  --  6691311  --  6700731,jardincitoinfantil170@gmail.com - esperanzatrivio@yahoo.com  --  vargasdian@gmail.com  --  jardincitoinfantil@gmail.com,www.jardininfantilelrincondeltercerpuente.com,,,,,LIBERTAD REGULADA,"0","12",TOBERIN,"008501","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001047944.00000000000,COLEGIO PENSAR ANDINO,"901687318",311001047944.00000000000,COLEGIO PENSAR ANDINO,A,URBANA,CL 142 # 18 A - 07,CEDRITOS,2582594  --  8628668 -- 8625360 -- 2581810,pensarandino@hotmail.com - imeldagonz@yahoo.com,www.pensarandino.edu.co  --  www.colegiopensarandino.com,,,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008511","110121","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001048002.00000000000,GIMNASIO MARROQUIN CAMPESTRE,"32279562",311001048002.00000000000,GIMNASIO MARROQUIN CAMPESTRE,A,URBANA,AK 7 # 170 B - 62,SAN JUAN BOSCO,6772937 -- 6775314,gimnasiomarroquincampestre@hotmail.com  --  marisolrios@gmc.edu.co,www.gmc.edu.co,,AUDITIVA-FISICA-INTELECTUAL-,"CAPACIDADES EXCEPCIONALES-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","10",LA URIBE,"008536","110141","1","13","1","1","5","01","1","1","2","4","4",2023/09/30
311001075522.00000000000,COLEGIO MARCO AURELIO NUMERIANO,"8001351301",311001075522.00000000000,COLEGIO MARCO AURELIO NUMERIANO,A,URBANA,KR 8 G BIS # 159 B - 91,BARRANCAS NORTE,6715602 -- 8144562,colegionumeriano@hotmail.com,,,,,,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008506","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001076031.00000000000,COLEGIO WESLEYANO DEL NORTE,"9000093286",311001076031.00000000000,COLEGIO WESLEYANO DEL NORTE,A,URBANA,CL 161 # 22 - 49,ESTRELLA DEL NORTE,6726929  --  6724831/87  --  6774515  --  6705159,colegiowesleyano@gmail.com -- marypabon@hotmail.com  --  msolpabon@gmail.com,www.cwn.edu.co,,-INTELECTUAL-MULTIPLE-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","12",TOBERIN,"008519","110131","1","3","1","1","5","01","1","1","4","4","4",2023/09/30
311001078092.00000000000,COLEGIO CIUDAD DE LOS CERROS,"9000293693",311001078092.00000000000,COLEGIO CIUDAD DE LOS CERROS,A,URBANA,CL 189 # 4 - 36,BUENAVISTA,9204737  --  5261207 -- 6693063/69,colegiociudaddeloscerroseu@yahoo.es,,,-INTELECTUAL-,,INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","9",VERBENAL,"008535","110141","1","13","1","1","5","01","4","13","2","4","4",2023/09/30
311001078734.00000000000,INSTITUTO COLOMBO SUECO,"8600437872",311001078734.00000000000,INSTITUTO COLOMBO SUECO,A,URBANA,KR 7 # 166 - 51,SERVITA,"7946462",rectoria@institutocolombosueco.edu.co  --  secretariacademica@institutocolombosueco.edu.co,https://institutocolombosueco.edu.co,,,,NEGRITUDES,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008504","110131","1","5","1","1","5","01","1","1","1","4","4",2023/09/30
311001079803.00000000000,GIMNASIO SAN ANGELO,"8000651769",311001079803.00000000000,GIMNASIO SAN ANGELO,A,URBANA,CL 142 # 18 - 51 -- CL 142 # 17 A - 34,CEDRITOS,3932515  --  7030549,mariaisabelalvarez@gsa.edu.co  --  martha.bernal@gimnasiosanangelo.edu.co  --  c.academico@gimnasiosanangelo.edu.co,www.gimnasiosanangelo.edu.co,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008512","110121","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001080313.00000000000,COLEGIO VILLA MAGDALA,"171608200",311001080313.00000000000,COLEGIO VILLA MAGDALA,A,URBANA,KR 21 A # 159 A - 68,BARRANCAS NORTE,6199819 -- 6371978 -- 6796747 -- 7035712  --  6731253,colvillamagdala@yahoo.es - cvmedu@latinmail.com  --  colvillamagdala@gmail.com,www.colegio-villamagdala.com,,-INTELECTUAL-,,,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008506","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001087725.00000000000,COLEGIO PIERRE DE FERMAT,"8001563440",311001087725.00000000000,COLEGIO PIERRE DE FERMAT,A,URBANA,CL 153 # 7 B - 16,BARRANCAS NORTE,5260500 -- 6796050,colegiopierre@yahoo.com -- malunovoa@yahoo.com - jorgehquiceno@yahoo.com,www.colegiopierredefermat.co,,-INTELECTUAL-,,,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008507","110131","1","15","1","1","5","01","1","1","3","4","4",2023/09/30
311001088985.00000000000,JARDIN INFANTIL CHARLY BROWN SAS,"9013606570",311001088985.00000000000,JARDIN INFANTIL CHARLY BROWN SAS,A,URBANA,CL 159 # 21 B - 25,MAGDALA I ETAPA,6255829 -- 5263009 -- 2163101,diandy.424@hotmail.com,www.jardincharlieb.com,,,,,LIBERTAD REGULADA,"0","12",TOBERIN,"008519","110131","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001092923.00000000000,COLEGIO RICHARD WAGNER,"9000703711",311001092923.00000000000,COLEGIO RICHARD WAGNER,A,URBANA,CL 135 # 19 - 46,CONTADOR,7529617  --  6481310,colegiorichadwagner@hotmail.com - dianacarvajaldiaz@yahoo.es  --  colegiorichardwagner@hotmail.com,www.colegiorichardwagner.com,,-FISICA-INTELECTUAL-MULTIPLE-,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008513","110121","1","1","1","1","5","01","1","1","5","4","4",2023/09/30
311001092940.00000000000,GIMNASIO MONTEVERDE,"8300165224",311001092940.00000000000,GIMNASIO MONTEVERDE,A,URBANA,KR 13 # 145 A - 26,ACACIAS USAQUEN,2583397 -- 6254618,gimnasiomonteverde@yahoo.com,www.gimnasiomonteverde.com,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008510","110121","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001093971.00000000000,COLEGIO DE LA SANTISIMA EUCARISTIA,"397790084",311001093971.00000000000,COLEGIO DE LA SANTISIMA EUCARISTIA,A,URBANA,KR 8 G BIS A # 161 B - 19,VILLA OLIVA-VILLA DEL CARMEN,5264498  --  6716017,ceucaristia@gmail.com,,,-INTELECTUAL-,,,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008505","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001095213.00000000000,COLEGIO PSICOPEDAGOGICO MARIE CURIE,"326901082",311001095213.00000000000,COLEGIO PSICOPEDAGOGICO MARIE CURIE,A,URBANA,CL 156 # 7 B – 13,BARRANCAS PERLAS DEL NORTE,6775756 -- 6483249 -- 6794517  --  3134818103,colmariecurie@hotmail.com,www.colmariecurie.edu.co,,,,,LIBERTAD VIGILADA,"0","11",SAN CRISTOBAL NORTE,"008507","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001095701.00000000000,INSTITUTO AMERICANO DEL NORTE,"414034708",311001095701.00000000000,INSTITUTO AMERICANO DEL NORTE,A,URBANA,KR 8 C # 182 - 41,SAN ANTONIO NORTE,"8004677",jennyhh80@hotmail.com  --  iante85@yahoo.es  --  yisar2@gmail.com,,,,CAPACIDADES EXCEPCIONALES-,,LIBERTAD REGULADA,"0","9",VERBENAL,"008522","110141","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001098336.00000000000,JARDIN INFANTIL AMIGOS PARA SIEMPRE,"354670106",311001098336.00000000000,JARDIN INFANTIL AMIGOS PARA SIEMPRE,A,URBANA,CL 163 # 17 - 15,LAS ORQUIDEAS,6714064 -- 2454737 -- 2450552,amigosparasiempre11@hotmail.com,,,AUDITIVA-MULTIPLE-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008505","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001098671.00000000000,COLEGIO GEORGE WASHINGTON SCHOOL,"8300687420",311001098671.00000000000,COLEGIO GEORGE WASHINGTON SCHOOL,A,URBANA,KR 8 C # 185 A - 24,LIJACA,6783572 -- 6789945 -- 4753502,gws_school@yahoo.com  --  luzhmahecha@yahoo.com  --  gws_academico2013@yahoo.com.co,www.georgewashington.edu.co,,-INTELECTUAL-,-DOBLE EXCEPCIONALIDAD-OTRO-,INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","9",VERBENAL,"008521","110141","1","13","1","1","5","01","1","1","2","4","1",2023/09/30
311001098701.00000000000,GIMNASIO LAS PALMAS,"8300256750",311001098701.00000000000,GIMNASIO LAS PALMAS,A,URBANA,CL 186 # 8 - 44/84,TIBABITA II,6774611 -- 5263474,gerencia@gimnasiolaspalmas.edu.co  --  gimnasiopalmas@gmail.com  --  rectoria@gimnasiolaspalmas.edu.co,www.gimnasiolaspalmas.edu.co,,,,,LIBERTAD REGULADA,"0","9",VERBENAL,"008521","110141","1","15","1","1","5","01","1","1","2","4","4",2023/09/30
311001101591.00000000000,JARDIN INFANTIL CASITA FELIZ,"519247729",311001101591.00000000000,JARDIN INFANTIL CASITA FELIZ,A,URBANA,CL 150 # 13 - 33,CAOBOS SALAZAR,5289305 -- 5284868,ma.alejandra.infante@gmail.com,www.jardininfantilcasitafeliz.com,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008508","110131","1","13","1","1","5","01","4","13","4","4","4",2023/09/30
311001104069.00000000000,PREESCOLAR SANTA PAULA,"8301132264",311001104069.00000000000,PREESCOLAR SANTA PAULA,A,URBANA,KR 11 B # 119 - 10,SANTA BARBARA CENTRAL I SECTOR,2159255 -- 2142448,preescolarsantapaula@hotmail.com -- preescolarsantapaula@yahoo.com,www.preescolarsantapaula.com,,,,,LIBERTAD REGULADA,"0","16",SANTA BARBARA,"008415","110111","1","15","1","1","5","01","4","13","6","4","4",2023/09/30
311001104441.00000000000,COLEGIO INFANTIL PSICOPEDAGOGICO CRECER,"194075926",311001104441.00000000000,COLEGIO INFANTIL PSICOPEDAGOGICO CRECER,A,URBANA,CL 163 # 7 G - 30,SAN CRISTOBAL NORTE,"5267038",colegiocrecer@hotmail.com  --  colcrecer@hotmail.com,www.colegiocrecer.com.co,,-INTELECTUAL-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,LIBERTAD VIGILADA,"0","11",SAN CRISTOBAL NORTE,"008505","110131","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001107289.00000000000,GIMNASIO ALESSANDRO VOLTA,"8301291528",311001107289.00000000000,GIMNASIO ALESSANDRO VOLTA,A,URBANA,CL 119 # 4 - 79,USAQUEN,"7438850",rectoria@gimnasiovolta.edu.co  --  s-academica@gimnasiovolta.edu.co,www.gimnasiovolta.edu.co,,,,,LIBERTAD REGULADA,"0","14",USAQUEN,"008407","110111","1","5","1","3","5","01","1","1","6","4","4",2023/09/30
311001107556.00000000000,GIMNASIO PIERRE FAURE,"9005964259",311001107556.00000000000,GIMNASIO PIERRE FAURE,A,URBANA,KR 15 BIS # 188 A - 11,EL VERBENAL I,5272352  --  6729396,gimnpierrefaure@hotmail.com  --  gpf.rectoria@hotmail.com,www.gimnpierrefaure.edu.co,,-INTELECTUAL-,,INDIGENAS,LIBERTAD REGULADA,"0","9",VERBENAL,"008537","110141","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001107599.00000000000,COLEGIO RETOS,"8300191920",311001107599.00000000000,COLEGIO RETOS,A,URBANA,CL 127 B BIS # 21 - 41,LA CALLEJA,2586461 EXT 3  --  7942120 EXT 223,contacto@colegioretos.edu.co  --  secre_academica@colegioretos.edu.co,www.colegioretos.edu.co,,-FISICA-,,,LIBERTAD REGULADA,"0","15",COUNTRY CLUB,"008401","110121","1","15","1","2","5","01","1","1","5","4","4",2023/09/30
311001108129.00000000000,JARDIN INFANTIL PACO Y TUTI,"8300384206",311001108129.00000000000,JARDIN INFANTIL PACO Y TUTI,A,URBANA,CL 147 # 7 - 52 PISO 2,CEDRO SALAZAR,"6332920",coordinacion@showplace.com.co -- jardin@showplace.com.co,www.showplace.com.co,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008508","110131","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001108366.00000000000,JARDIN INFANTIL STANFORD,"8000191029",311001108366.00000000000,JARDIN INFANTIL STANFORD,A,URBANA,CL 134 A # 16 - 39,EL CONTADOR,"6157434",acorrea@jardininfantilstanford.edu.co - luzm.pulido@interasesores.edu.co,www.jardininfantilstanford.edu.co,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008514","110121","1","15","1","1","5","01","4","13","5","4","4",2023/09/30
311001108641.00000000000,PREESCOLAR LOS ANDES,"8301208341",311001108641.00000000000,PREESCOLAR LOS ANDES,A,URBANA,KR 18 A # 142 - 13,LOS CEDROS,2161720 -- 6250369 -- 2531063 -- 6250748,secretaria.cedritos@gimandes.edu.co  --  direccionpedagogica.pla@gimandes.edu.co --  secretaria@gimandes.edu.co,www.gimandes.edu.co,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008515","110121","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001108790.00000000000,TALLER DE APRENDIZAJE Y JUEGO CASITA FELIZ,"8301143622",311001108790.00000000000,TALLER DE APRENDIZAJE Y JUEGO CASITA FELIZ,A,URBANA,KR 23 # 187 - 82,MARANTA,"5284868",tallerdeaprendizajeyjuego@lacasitafeliz.com,www.lacasitafeliz.com,,-MULTIPLE-,,,LIBERTAD REGULADA,"0","9",VERBENAL,"008527","110141","1","15","1","1","5","01","4","13","2","4","4",2023/09/30
311001108854.00000000000,EL FARO PREESCOLAR,"9000720519",311001108854.00000000000,EL FARO PREESCOLAR,A,URBANA,KR 7 B # 138 - 05,VELMIRA,"2582755",lighthousekinder@gmail.com,www.lighthousekinder.com,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008513","110121","1","5","1","3","5","01","4","13","4","4","4",2023/09/30
311001109460.00000000000,TANDEM,"9001789834",311001109460.00000000000,TANDEM,A,URBANA,CL 108 # 14 - 62,MOLINOS NORTE,7577154  --  7291242,info@tandem.edu.co,www.tandem.edu.co,,-INTELECTUAL-PSICOSOCIAL-,,,LIBERTAD REGULADA,"0","16",SANTA BARBARA,"008416","110111","1","15","1","5","5","01","1","1","6","4","4",2023/09/30
311001109664.00000000000,COLEGIO MONTERROSALES - CICLOS,"9004967951",311001109664.00000000000,COLEGIO MONTERROSALES - CICLOS,A,RURAL,KM 4.5 VIA LA CALERA FINCA SAN JOSE,PARAMO,6486808  --  7568374,coordinacion@colegiomonterrosales.co -- direccion@colegiomonterrosales.co -- contacto@colegiomonterrosales.co -- gerencia@colegiomonterrosales.co  --  gerencia@colegiomonterrosales.edu.co,www.colegiomonterrosales.edu.co,,-INTELECTUAL-PSICOSOCIAL-,CAPACIDADES EXCEPCIONALES-,NEGRITUDES,LIBERTAD REGULADA,"0",UPR 2,CERROS ORIENTALES,"008318","111311","1","15","1","5","5","01","1","1","7","4","4",2023/09/30
311001109729.00000000000,GIMNASIO INFANTIL PLEYADE,"524134090",311001109729.00000000000,GIMNASIO INFANTIL PLEYADE,A,URBANA,KR 7 C # 182 - 64,SAN ANTONIO NORTE,6785232 -- 6785221 -- 5279141,pleyade@gimnasiopleyade.com - angelori31@hotmail.com,www.gimnasiopleyade.com,,,-OTRO,,LIBERTAD REGULADA,"0","9",VERBENAL,"8522","110141","1","13","1","1","5","01","4","13","3","4","4",2023/09/30
311001110492.00000000000,INSTITUTO DANTE ALIGHIERI,"9008145626",311001110492.00000000000,INSTITUTO DANTE ALIGHIERI,A,URBANA,CL 186 # 8 - 44,TIBABITA,"5472508",institutodantealiguieri01@outlook.com  --  institutodantealighieri01@outlook.com,,,-INTELECTUAL-,"-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS,REGIMEN CONTROLADO,"0","9",VERBENAL,"008521","110141","1","8","1","5","5","01","1","1","3","4","4",2023/09/30
311001110581.00000000000,INSTITUTO EL ROBLE,"9007624426",311001110581.00000000000,INSTITUTO EL ROBLE,A,URBANA,CL 152 A # 17 - 44,LAS MARGARITAS,"3222529",instituto@elroble.edu.co,www.elroble.edu.co,,,,NEGRITUDES,LIBERTAD VIGILADA,"0","13",LOS CEDROS,"008530","110131","1","15","1","5","5","01","1","1","4","4","4",2023/09/30
311001800081.00000000000,QUALIA ALTERNATIVA EDUCATIVA,"9005164526",311001800081.00000000000,QUALIA ALTERNATIVA EDUCATIVA,A,URBANA,KR 14 # 116 - 36,SANTA BARBARA CENTRAL,6016754628  --  3108126617,c.barrera@qualia.edu.co,www.qualia.edu.co,,-PSICOSOCIAL-,,,LIBERTAD REGULADA,"0","16",SANTA BARBARA,"008415","110111","1","15","1","3","5","01","1","1","6","4","4",2023/09/30
311001800171.00000000000,COLEGIO WINDSOR,"9010573854",311001800171.00000000000,COLEGIO WINDSOR,A,URBANA,CL 146 # 7 F - 31,LOS CEDROS ORIENTAL,"3102128473",info@colegiowindsor.com,,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008510","110121","1","15","1","1","5","01","4","13","4","4","4",2023/09/30
311001800316.00000000000,COLEGIO ALEJANDRO MAGNO,"9011970108",311001800316.00000000000,COLEGIO ALEJANDRO MAGNO,A,URBANA,KR 7 D BIS A # 158 - 08,BARRANCAS NORTE,"3108089921",bachilleratovirtualinnovar@gmail.com,,,AUDITIVA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","11",SAN CRISTOBAL NORTE,"008506","110131","1","15","1","2","5","01","1","1","3","4","4",2023/09/30
311001800499.00000000000,COLEGIO ALFRED MARSHALL,"9011657004",311001800499.00000000000,COLEGIO ALFRED MARSHALL,A,URBANA,KR 16 # 185 - 10,VERBENAL SAN ANTONIO,3046618544  --  3133161984,alfredmarshall.edu@gmail.com,,,AUDITIVA-INTELECTUAL-MULTIPLE-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-OTRO-,INDIGENAS,LIBERTAD VIGILADA,"0","9",VERBENAL,"008537","110141","1","15","1","2","5","01","1","1","3","4","4",2023/09/30
311001800588.00000000000,COLEGIO HAPE HABILIDADES DEL PENSAMIENTO,"9004832350",311001800588.00000000000,COLEGIO HAPE HABILIDADES DEL PENSAMIENTO,A,URBANA,CL 135 B # 12 C - 18,NUEVO COUNTRY,"4812795",info@colegiohape.edu.co,,,-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-,,,LIBERTAD VIGILADA,"0","13",LOS CEDROS,"008513","110121","1","15","1","1","5","01","1","1","5","4","4",2023/09/30
311001800898.00000000000,INSTITUCION EDUCATIVA W (WeDo),"9015074585",311001800898.00000000000,INSTITUCION EDUCATIVA W (WeDo),A,URBANA,CL 161 # 22 - 49  --  KR 22 # 160 - 17,ORQUIDEAS,"6705159",institucioneducativawedo@gmail.com,,,,,,LIBERTAD VIGILADA,"0","12",TOBERIN,"008519","110131","1","15","1","1","5","01","1","1","4","4","4",2023/09/30
311001801135.00000000000,COLEGIO EN-CONEXION NORTE,"8600073361",311001801135.00000000000,COLEGIO EN-CONEXION NORTE,A,URBANA,CL 151 # 15 - 70,CEDRITOS,"3124518242",bachillerato.adultos@colsubsidio.com,,,,,,LIBERTAD VIGILADA,"0","13",LOS CEDROS,"008530","110131","1","2","2","1","5","01","1","1","0","4","4",2023/09/30
311769002214.00000000000,COLEGIO SAN BENITO DE TIBATI,"8300360291",311769002214.00000000000,COLEGIO SAN BENITO DE TIBATI,A,URBANA,KR 12 # 188 A - 65,SAN ANTONIO NORTE II SECTOR,"6790200",vice.csbt@hotmail.com -- tibati.secretaria@hotmail.com - sociedadycultura.csbt@gmail.com  --  s.academica@csbt.edu.co,www.csbt.edu.co  --  www.sanbenitodetibati.edu.co,,AUDITIVA,,,LIBERTAD REGULADA,"0","9",VERBENAL,"008537","110141","1","3","1","1","5","01","1","1","3","4","4",2023/09/30
311848000286.00000000000,GIMNASIO DE LOS CERROS,"8001435576",311848000286.00000000000,GIMNASIO DE LOS CERROS,A,URBANA,CL 119 # 4 - 48,CERROS DE SANTA BARBARA,"6576000",info@loscerros.edu.co - luisalbertoquintero@loscerros.edu.co - diegopenaloza@loscerros.edu.co,www.loscerros.edu.co,BACHILLERATO INTERNACIONAL,-MULTIPLE-PSICOSOCIAL-,,,LIBERTAD REGULADA,"0","14",USAQUEN,"008407","110111","1","5","1","3","3","01","1","1","3","4","2",2023/09/30
311848000294.00000000000,COLEGIO CAMPESTRE SAN JOSE - CCSJ,"8002221028",311848000294.00000000000,COLEGIO CAMPESTRE SAN JOSE - CCSJ,A,URBANA,CL 128 B # 20 - 80,LA CALLEJA,"6256584",colsiervas@colsiervas.edu.co  --  secretariaacademica@ccsj.edu.co,www.colsiervas.edu.co  --  www.ccsj.edu.co,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-,,,LIBERTAD REGULADA,"0","16",SANTA BARBARA,"008417","110121","1","4","1","1","5","01","1","1","6","4","4",2023/09/30
311848000308.00000000000,COLEGIO ANGLO AMERICANO,"8000166359",311848000308.00000000000,COLEGIO ANGLO AMERICANO,A,URBANA,CL 170 # 8 - 80,LA GRANJA NORTE,"6694181",secretariabachillerato@caa.edu.co  --  rectoria@angloamericanobogota.edu.co,www.angloamericanobogota.edu.co,,-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-,-OTRO,INDIGENAS,LIBERTAD REGULADA,"0","10",LA URIBE,"008524","110141","1","13","1","1","5","01","1","1","7","4","4",2023/09/30
311848000341.00000000000,GIMNASIO CAMPESTRE,"8600431067",311848000341.00000000000,GIMNASIO CAMPESTRE,A,URBANA,CL 165 # 8 A - 50,SAN CRISTOBAL NORTE,6684400/10,rectoria@campestre.edu.co  --  gmvalencia@campestre.edu.co  --  clpinilla@campestre.edu.co,www.campestre.edu.co,,,,,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008535","110131","1","8","1","3","3","01","1","1","1","4","4",2023/09/30
311848000413.00000000000,INSTITUTO DE PEDAGOGIA AUTOACTIVA DE GRUPOS - IPAG,"9000095092",311848000413.00000000000,INSTITUTO DE PEDAGOGIA AUTOACTIVA DE GRUPOS - IPAG,A,URBANA,KR 8 C # 183 - 32,TIBABITA II,6711029 -- 6701198,colegioipag@gmail.com -  rossyrojas@hotmail.com,www.colegioipag.com,,-INTELECTUAL-,,INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","9",VERBENAL,"008521","110141","1","13","1","1","5","01","1","1","2","4","4",2023/09/30
311848000456.00000000000,COLEGIO CASABLANCA,"9007925991",311848000456.00000000000,COLEGIO CASABLANCA,A,URBANA,CL 163 A # 8 A - 74,SANTA TERESA,"7291824",colcasablanca@hotmail.com -- contacto@colegiocasablanca.net  --  contacto@colegiocasablanca.com  --  contacto.colcasablanca@gmail.com,www.colegiocasablanca.net,CIENCIAS NATURALES - CIENCIAS SOCIALES - HUMANIDADES - ARTE O LENGUAS EXTRANJERAS,-INTELECTUAL-,,INDIGENAS,LIBERTAD REGULADA,"0","11",SAN CRISTOBAL NORTE,"008503","110131","1","13","1","1","5","01","1","1","2","4","4",2023/09/30
311848000481.00000000000,COLEGIO PUREZA DE MARIA,"8600219240",311848000481.00000000000,COLEGIO PUREZA DE MARIA,A,URBANA,KR 7 # 147 - 02,BOSQUE DE PINOS,2585512/13,secretaria@purezabogota.edu.co - pureza1@purezabogota.edu.co,www.purezabogota.edu.co,,,,,LIBERTAD REGULADA,"0","13",LOS CEDROS,"008520","110131","1","3","1","1","1","01","1","1","6","4","4",2023/09/30
